farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F01403,2024,Puri,5.78,Rice,Yes,29.37,Rainfed,Tenant,Red,APMC,437425.47,32.71,8.11,0.478,0,619.44
F01404,2023,Cuttack,12.51,Rice,Yes,52.39,Irrigated,Owned,Laterite,Local Trader,557700.92,12.39,-0.88,,0,829.88
F01405,2024,Balasore,1.77,Wheat,No,80.19,Rainfed,Owned,Laterite,Local Trader,266622.07,33.98,-22.6,0.488,0,604.18
F01406,2023,Cuttack,2.62,Millets,Yes,78.27,Irrigated,Owned,Alluvial,Contract Buyer,378777.39,0.57,-16.88,0.467,0,847.08
F01407,2023,Balasore,15.92,Wheat,Yes,65.44,Irrigated,Tenant,Red,FPO,373673.95,11.92,15.78,,0,937.74
F01408,2024,Bhadrak,2.37,Sugarcane,Yes,57.21,Rainfed,Tenant,Red,APMC,468043.54,8.87,-10.52,0.517,0,668.55
F01409,2022,Puri,4.66,Rice,Yes,74.14,Irrigated,Owned,Laterite,Contract Buyer,180281.32,10.82,29.21,0.471,0,743.43
F01410,2023,Cuttack,14.9,Maize,No,100,Irrigated,Owned,Laterite,APMC,314405.47,29.55,1.32,0.581,0,875.92
F01411,2024,Cuttack,1.12,Sugarcane,No,99.19,Rainfed,Owned,Red,FPO,320981.16,16.08,11.43,0.702,0,791.48
F01412,2024,Bhadrak,13.68,Rice,No,35.59,Irrigated,Owned,Alluvial,Local Trader,212814.23,37.76,10.42,0.684,1,646.57
F01413,2024,Puri,5.14,Wheat,Yes,100,Rainfed,Owned,Laterite,FPO,573136.48,35.11,1.61,0.499,0,908.18
F01414,2022,Balasore,5.79,Wheat,Yes,73.92,Rainfed,Owned,Sandy Loam,Local Trader,350470.86,12.08,0.51,0.384,0,814.73
F01415,2023,Puri,6.76,Rice,No,44.88,Rainfed,Owned,Laterite,FPO,525279.13,37.34,7.2,0.63,0,558.49
F01416,2022,Ganjam,14.99,Millets,Yes,93.2,Rainfed,Owned,Red,Local Trader,510397.5,37.46,,,0,770.22
F01417,2023,Bhadrak,10.88,Sugarcane,No,85.03,Rainfed,Owned,Sandy Loam,Local Trader,338567.07,15.18,2.88,0.642,0,945.12
F01418,2023,Ganjam,13.56,Soybean,Yes,66.35,Irrigated,Tenant,Sandy Loam,FPO,586293.13,16.71,9.7,0.599,0,886.21
F01419,2022,Puri,5.04,Soybean,Yes,32.85,Rainfed,Tenant,Red,APMC,519352.3,18.52,,0.441,0,649.22
F01420,2023,Ganjam,1.6,Soybean,Yes,65.62,Irrigated,Owned,Laterite,FPO,230972.43,23.68,39.9,0.552,0,687.63
F01421,2023,Bhadrak,13.12,Sugarcane,Yes,100,Irrigated,Tenant,Black,Contract Buyer,560287.66,14.77,-3.57,0.601,0,980
F01422,2022,Ganjam,15.6,Sugarcane,Yes,71.36,Rainfed,Owned,Alluvial,FPO,197780.29,28.15,,0.729,0,775.17
F01423,2022,Puri,8.75,Wheat,Yes,59.63,Irrigated,Owned,Black,Local Trader,180730.68,12.23,-18.02,0.552,0,773.66
F01424,2023,Cuttack,12.71,Rice,Yes,72.02,Irrigated,Owned,Sandy Loam,Local Trader,304267.4,5.53,-23,0.396,0,938.68
F01425,2023,Bhadrak,14.58,Millets,No,73.37,Rainfed,Owned,Red,APMC,164770.65,39.7,-2.02,,0,703.67
F01426,2023,Balasore,0.94,Millets,Yes,83.52,Rainfed,Tenant,Black,Contract Buyer,455918.13,21.79,-1.83,0.701,0,726.1
F01427,2022,Mayurbhanj,9.16,Millets,Yes,75.38,Rainfed,Owned,Alluvial,Local Trader,588066.19,11.81,10.79,0.457,0,858.57
F01428,2024,Ganjam,13.07,Maize,Yes,100,Rainfed,Owned,Clay Loam,FPO,459931.8,9.64,-6.29,0.576,0,923.52
F01429,2022,Balasore,12.32,Cotton,Yes,72.55,Irrigated,Owned,Clay Loam,APMC,239904.29,12.24,24.8,0.552,0,829.58
F01430,2022,Bhadrak,7.8,Maize,No,57.05,Irrigated,Owned,Clay Loam,APMC,378742.96,41.54,-0.48,,0,638.33
F01431,2024,Balasore,4.57,Cotton,Yes,44.93,Rainfed,Tenant,Alluvial,Local Trader,204136.37,2.89,4.97,0.52,1,722.12
F01432,2022,Puri,8.62,Sugarcane,Yes,77.09,Rainfed,Owned,Laterite,Contract Buyer,236367.38,28.19,,0.552,0,776.45
F01433,2023,Mayurbhanj,3.04,Sugarcane,No,54.14,Rainfed,Owned,Alluvial,FPO,472793.13,5.67,-9.24,,0,709.92
F01434,2022,Ganjam,12.92,Cotton,No,45.55,Rainfed,Owned,Sandy Loam,APMC,530713.32,17.62,,0.546,0,686.71
F01435,2024,Cuttack,1.69,Wheat,No,60.05,Rainfed,Owned,Sandy Loam,Contract Buyer,132006.61,12.27,-16.51,0.562,0,724.41
F01436,2024,Cuttack,14.91,Maize,Yes,71.91,Irrigated,Owned,Alluvial,Local Trader,379156.81,27.07,-8.45,0.398,0,780.34
F01437,2023,Ganjam,6.7,Maize,No,90.46,Rainfed,Owned,Clay Loam,FPO,496495.11,25.25,0.51,0.621,0,861.43
F01438,2024,Puri,2.53,Soybean,Yes,29.41,Rainfed,Owned,Sandy Loam,APMC,159414.05,41.31,-3.83,0.312,1,560.95
F01439,2023,Cuttack,17.03,Cotton,No,100,Irrigated,Owned,Red,Contract Buyer,573906.79,37.57,0.51,,0,935.69
F01440,2024,Puri,16.78,Rice,No,79.9,Irrigated,Owned,Laterite,Contract Buyer,109976.95,17.42,-24.4,0.582,0,796.07
F01441,2023,Bhadrak,13.78,Maize,Yes,45.95,Rainfed,Tenant,Red,Contract Buyer,470709.91,19.45,-28.66,0.48,0,730.25
F01442,2024,Ganjam,2.29,Wheat,Yes,70.91,Irrigated,Owned,Black,APMC,374659.44,20.08,0.51,,0,727.45
F01443,2022,Mayurbhanj,14.29,Maize,Yes,87.21,Rainfed,Owned,Red,FPO,535422.12,8.51,,,0,899.1
F01444,2023,Balasore,11.19,Rice,No,75.08,Irrigated,Owned,Red,APMC,632106.11,40.48,0.51,0.665,0,831.8
F01445,2022,Puri,1.82,Rice,Yes,79.23,Rainfed,Owned,Laterite,APMC,544804.91,37.23,,0.274,0,614.19
F01446,2022,Cuttack,6.59,Wheat,No,63.82,Rainfed,Owned,Black,APMC,127998.43,5.17,-24.84,0.608,0,741.53
F01447,2022,Balasore,9.42,Soybean,Yes,48.78,Irrigated,Tenant,Sandy Loam,Local Trader,251907.57,15.55,7.38,0.477,1,622.64
F01448,2022,Puri,9.29,Sugarcane,Yes,63.01,Rainfed,Owned,Clay Loam,Local Trader,420612.56,20.3,,0.594,0,784.58
F01449,2023,Ganjam,12.21,Maize,Yes,89.07,Rainfed,Owned,Black,Local Trader,422720.05,21.59,-4.63,0.532,0,838.2
F01450,2023,Ganjam,16.23,Maize,Yes,69.65,Irrigated,Owned,Sandy Loam,APMC,354893.01,20.8,11.25,0.5,0,802
F01451,2023,Cuttack,1.74,Rice,No,70.03,Rainfed,Owned,Black,FPO,505187.92,11.34,42.38,,0,812.59
F01452,2022,Ganjam,8.1,Cotton,No,63.51,Irrigated,Owned,Laterite,APMC,288536.65,25.35,12.04,0.433,1,618.55
F01453,2023,Bhadrak,4.86,Maize,Yes,49.33,Irrigated,Owned,Red,Local Trader,228994.44,15.92,-9.54,0.585,0,712.56
F01454,2022,Puri,7.17,Maize,Yes,78.98,Irrigated,Owned,Alluvial,APMC,228361.1,12.11,0.51,0.564,0,792.98
F01455,2022,Bhadrak,8.35,Cotton,Yes,64.06,Irrigated,Owned,Clay Loam,APMC,187561.69,32.6,-27.08,0.88,0,766.91
F01456,2023,Mayurbhanj,2.53,Sugarcane,No,65.11,Rainfed,Owned,Sandy Loam,Local Trader,177966.96,38.77,12.9,,1,500.74
F01457,2024,Mayurbhanj,0.44,Millets,Yes,94.34,Irrigated,Owned,Red,Contract Buyer,454031.36,32.87,0.51,0.68,0,857.4
F01458,2024,Balasore,2.06,Wheat,Yes,38.55,Irrigated,Owned,Laterite,FPO,636973.9,5.53,0.43,0.552,0,808.11
F01459,2023,Balasore,12.1,Cotton,Yes,85.88,Irrigated,Owned,Red,Contract Buyer,350545.57,19.53,-3.19,0.58,0,886.73
F01460,2022,Ganjam,5.1,Sugarcane,Yes,80.14,Irrigated,Owned,Sandy Loam,Local Trader,474627.89,10.94,-28.88,0.55,0,777.37
F01461,2024,Mayurbhanj,2.85,Maize,Yes,91.17,Irrigated,Tenant,Clay Loam,Contract Buyer,514227.08,37.91,0.51,0.552,0,787.84
F01462,2024,Balasore,10.32,Wheat,Yes,66.36,Irrigated,Owned,Laterite,APMC,110897.23,18.03,-19.21,0.617,0,887.89
F01463,2024,Puri,16.74,Soybean,No,58.83,Irrigated,Owned,Clay Loam,Local Trader,499671.53,6.52,0.51,0.435,0,903.71
F01464,2023,Balasore,15.39,Rice,No,48.12,Irrigated,Owned,Clay Loam,FPO,350281.4,17.32,-25.96,0.552,0,782.5
F01465,2023,Balasore,7.96,Millets,No,43.23,Irrigated,Owned,Clay Loam,Contract Buyer,197150.86,12.52,-12.2,0.498,0,688.7
F01466,2023,Puri,7.75,Sugarcane,Yes,94.24,Irrigated,Tenant,Alluvial,Local Trader,573727.44,29.58,36.23,0.4,0,836.52
F01467,2023,Puri,9.49,Sugarcane,Yes,90.39,Rainfed,Owned,Clay Loam,FPO,340314.84,26.19,-27.29,0.739,0,824.25
F01468,2024,Cuttack,8.53,Cotton,Yes,100,Irrigated,Tenant,Red,FPO,146454.09,33.95,0.51,0.543,0,812.79
F01469,2022,Bhadrak,8.63,Maize,Yes,74.25,Irrigated,Owned,Red,APMC,220541.26,38.5,-23.1,0.552,0,690.47
F01470,2023,Ganjam,2.26,Cotton,No,91.69,Rainfed,Owned,Clay Loam,Local Trader,441443.04,32.65,-11.09,0.552,0,698.84
F01471,2022,Cuttack,3.99,Cotton,Yes,58.38,Irrigated,Owned,Laterite,FPO,595784.11,18.55,,0.624,0,805.43
F01472,2024,Mayurbhanj,12.31,Maize,Yes,87.72,Irrigated,Owned,Alluvial,FPO,223325.92,9.57,-6.28,0.627,0,924.38
F01473,2023,Mayurbhanj,12.48,Rice,Yes,64.69,Irrigated,Tenant,Sandy Loam,APMC,227733.77,4.24,-20,,0,801.19
F01474,2024,Cuttack,11.66,Cotton,Yes,48.28,Irrigated,Tenant,Red,FPO,608997.58,0.53,12.86,0.607,0,834.17
F01475,2023,Puri,6.45,Sugarcane,Yes,45.05,Rainfed,Owned,Alluvial,Local Trader,635389.15,24.03,-14.2,0.628,0,689.63
F01476,2023,Mayurbhanj,2.53,Cotton,Yes,67.76,Irrigated,Tenant,Black,Local Trader,588765.53,31.79,0.51,,0,666.62
F01477,2023,Bhadrak,8.23,Wheat,No,65.02,Irrigated,Owned,Red,FPO,106109.48,38.19,-6.47,0.579,1,654.41
F01478,2022,Mayurbhanj,13.36,Maize,Yes,33.88,Rainfed,Owned,Black,Contract Buyer,345969.99,37.61,,0.157,0,672.31
F01479,2022,Balasore,2.71,Wheat,No,67.18,Rainfed,Tenant,Sandy Loam,FPO,526026.28,19.08,,0.633,0,635.4
F01480,2024,Puri,8.09,Wheat,Yes,64.74,Rainfed,Owned,Alluvial,FPO,626969.24,5.39,-31.35,0.399,0,936.45
F01481,2022,Cuttack,8.07,Rice,Yes,68.02,Irrigated,Tenant,Clay Loam,APMC,215124.19,15.63,11.3,0.564,0,863.91
F01482,2022,Puri,15.9,Cotton,Yes,87.22,Irrigated,Tenant,Clay Loam,APMC,376324.07,26.13,-13.79,0.707,0,883.94
F01483,2023,Puri,11.32,Soybean,Yes,74.81,Rainfed,Owned,Clay Loam,APMC,225481.14,40.6,0.51,0.562,0,690.02
F01484,2024,Ganjam,17.92,Maize,Yes,79.21,Irrigated,Owned,Alluvial,Local Trader,250504.67,39.99,,0.523,0,790.28
F01485,2022,Bhadrak,7.5,Maize,Yes,66.06,Irrigated,Owned,Laterite,Contract Buyer,194513.93,41.53,52.54,0.531,0,681.4
F01486,2022,Bhadrak,3.4,Maize,No,91.2,Irrigated,Owned,Clay Loam,FPO,249991.51,30.92,-4.82,0.499,0,734.95
F01487,2022,Cuttack,12.02,Maize,Yes,85.49,Irrigated,Tenant,Clay Loam,Contract Buyer,451367.26,33.22,-9.57,0.552,0,960.92
F01488,2023,Bhadrak,10.31,Soybean,No,82.61,Irrigated,Owned,Black,APMC,304932.26,34.68,1.31,,0,840.75
F01489,2024,Puri,1.17,Soybean,Yes,38.97,Rainfed,Owned,Black,Local Trader,455140.54,36.61,14.22,0.715,1,499.89
F01490,2022,Cuttack,6.71,Soybean,Yes,89.59,Irrigated,Owned,Red,Local Trader,613305.24,23.51,46.48,0.552,0,802.33
F01491,2022,Mayurbhanj,8.89,Soybean,Yes,97.45,Rainfed,Tenant,Laterite,FPO,474293.81,21.14,,0.552,0,754.24
F01492,2024,Puri,7.21,Soybean,Yes,60.08,Irrigated,Owned,Alluvial,FPO,447083.1,26.04,-6.11,0.552,0,791.97
F01493,2022,Ganjam,0.44,Wheat,Yes,49.24,Irrigated,Owned,Sandy Loam,APMC,389251,29.98,2.77,0.659,0,717.14
F01494,2023,Balasore,8.91,Soybean,No,53.25,Irrigated,Tenant,Red,Local Trader,147063.59,6.9,-10.64,0.735,0,723.73
F01495,2023,Ganjam,0.93,Maize,No,99.88,Irrigated,Tenant,Clay Loam,Local Trader,573742.73,2.75,-11.46,0.714,0,850.65
F01496,2022,Bhadrak,7.09,Rice,Yes,89.03,Irrigated,Owned,Black,APMC,322578.83,19.33,-13.77,0.542,0,885.93
F01497,2024,Ganjam,10.72,Millets,No,82.25,Rainfed,Owned,Clay Loam,Local Trader,492105.4,35.52,-5.67,0.418,1,672.61
F01498,2024,Balasore,13.27,Millets,Yes,71.9,Irrigated,Tenant,Alluvial,Contract Buyer,563375.29,40.79,6.76,0.563,0,734.12
F01499,2023,Bhadrak,14.24,Rice,No,88.12,Irrigated,Tenant,Clay Loam,FPO,567294.51,9.84,-2.09,0.437,0,878.8
F01500,2024,Puri,0.82,Sugarcane,Yes,62.33,Rainfed,Owned,Red,Local Trader,622091.94,13.49,5.06,0.604,1,743.24
F01501,2022,Mayurbhanj,11.03,Millets,Yes,68.61,Rainfed,Owned,Alluvial,Local Trader,168390.88,7.52,5.36,,0,791.55
F01502,2022,Puri,4.33,Maize,Yes,83.93,Irrigated,Tenant,Clay Loam,FPO,422500.44,14.14,0.85,0.552,0,815.52
F01503,2023,Puri,6.68,Cotton,Yes,68.9,Irrigated,Owned,Black,Contract Buyer,372540.17,20.08,-11.39,0.552,0,854.1
F01504,2024,Bhadrak,2.49,Maize,No,78.59,Irrigated,Tenant,Red,APMC,112406.29,28.17,-21.81,0.459,0,668.3
F01505,2023,Balasore,6.2,Soybean,No,56.24,Irrigated,Owned,Black,Contract Buyer,94029.79,40.06,-4.67,0.621,0,709.21
F01506,2022,Mayurbhanj,16.03,Cotton,Yes,59.23,Rainfed,Tenant,Red,FPO,97823.18,21.77,2.81,0.644,0,661.59
F01507,2022,Cuttack,5.41,Maize,Yes,39.67,Irrigated,Owned,Red,Contract Buyer,110349.38,2.38,-38.4,0.771,0,738.04
F01508,2022,Balasore,3.13,Maize,Yes,74.4,Irrigated,Tenant,Red,Local Trader,288313.48,20.33,4.55,0.474,0,668.93
F01509,2023,Ganjam,9.75,Millets,No,81.46,Rainfed,Owned,Red,Local Trader,375326.22,23.27,-22.81,0.523,0,692.23
F01510,2024,Balasore,5.9,Rice,No,63.28,Irrigated,Owned,Alluvial,Local Trader,590199.02,6.04,14,0.729,0,823.7
F01511,2024,Ganjam,12.56,Soybean,No,50.57,Rainfed,Owned,Clay Loam,Contract Buyer,647150.76,21.25,-27.32,0.62,0,767.48
F01512,2023,Puri,0.46,Maize,Yes,70.27,Irrigated,Owned,Alluvial,APMC,567728.26,37.88,-16.88,0.653,0,781.37
F01513,2023,Puri,1.22,Sugarcane,No,99.94,Irrigated,Owned,Laterite,Local Trader,266906.31,31.56,0.51,0.489,0,787.58
F01514,2023,Ganjam,5.67,Maize,Yes,91.22,Irrigated,Owned,Sandy Loam,Contract Buyer,404525.12,13.49,-34.89,0.555,0,863.78
F01515,2022,Cuttack,9.03,Soybean,No,56.7,Irrigated,Owned,Laterite,FPO,297189.93,28.82,0.51,0.783,0,779.42
F01516,2023,Puri,4.43,Rice,No,80.88,Rainfed,Owned,Alluvial,Local Trader,556204.62,27.39,0.51,0.604,0,727.15
F01517,2023,Puri,1.07,Maize,Yes,51.62,Irrigated,Owned,Alluvial,Local Trader,469557.77,18.25,31.79,0.435,0,739.7
F01518,2023,Balasore,10.81,Rice,Yes,50.01,Irrigated,Tenant,Black,APMC,421572.91,13.92,0.51,0.552,0,890.89
F01519,2024,Balasore,16.18,Wheat,No,90.32,Rainfed,Owned,Clay Loam,Contract Buyer,423663.23,29.07,-1.39,0.523,0,937.75
F01520,2022,Ganjam,7.52,Soybean,Yes,80.45,Rainfed,Tenant,Alluvial,APMC,149790.04,2.31,,0.551,0,743.84
F01521,2024,Mayurbhanj,2.19,Soybean,Yes,84.84,Rainfed,Tenant,Sandy Loam,Contract Buyer,352293.24,35.29,1.23,,0,689.15
F01522,2024,Cuttack,7.82,Rice,Yes,50.9,Rainfed,Owned,Black,FPO,408941.27,5.29,-9.03,0.422,0,754.56
F01523,2023,Cuttack,8.01,Sugarcane,Yes,72.16,Rainfed,Owned,Clay Loam,Contract Buyer,456615.49,26.18,6.62,0.26,0,823.86
F01524,2024,Balasore,15.04,Wheat,Yes,66.34,Irrigated,Owned,Laterite,Contract Buyer,183183.84,28.04,-13.25,0.518,0,792.99
F01525,2024,Ganjam,8.37,Rice,Yes,54.4,Rainfed,Owned,Sandy Loam,APMC,235514.72,24.51,4.63,0.429,0,701.14
F01526,2023,Balasore,8.3,Millets,Yes,72.2,Rainfed,Tenant,Black,Contract Buyer,500800.81,37.61,9.96,0.533,0,630.51
F01527,2022,Cuttack,9.48,Soybean,No,76.82,Rainfed,Owned,Laterite,Local Trader,122893.71,40.37,,0.518,0,712.86
F01528,2023,Bhadrak,16.69,Rice,Yes,73.54,Rainfed,Tenant,Red,APMC,596343.75,40.54,46.35,,0,782.59
F01529,2024,Balasore,16.13,Rice,Yes,73.18,Irrigated,Owned,Alluvial,APMC,638520.83,24.15,0.51,0.529,0,956.42
F01530,2023,Puri,14.31,Millets,Yes,57.84,Irrigated,Owned,Alluvial,Contract Buyer,494174.2,26.68,8.93,0.552,0,800.93
F01531,2022,Puri,10.45,Cotton,No,63.85,Irrigated,Owned,Alluvial,FPO,459327.74,5.44,3.23,0.616,0,941.29
F01532,2024,Puri,14.08,Soybean,Yes,52.11,Irrigated,Owned,Red,Contract Buyer,399450.67,22.83,-53.66,0.442,0,718.6
F01533,2024,Ganjam,15.33,Cotton,No,59.68,Irrigated,Owned,Sandy Loam,APMC,332725.24,30.37,-17.35,0.491,0,648
F01534,2024,Balasore,16.64,Maize,Yes,91.03,Irrigated,Owned,Alluvial,Local Trader,345132.42,20.36,9.22,0.626,0,957.65
F01535,2022,Puri,9.13,Sugarcane,Yes,65.9,Irrigated,Owned,Sandy Loam,Contract Buyer,478020.22,21.09,4.89,0.552,0,833.94
F01536,2024,Puri,16.53,Rice,No,86.15,Rainfed,Owned,Clay Loam,FPO,500732.19,38.06,-7.16,0.88,0,833.57
F01537,2022,Mayurbhanj,11.82,Cotton,Yes,57.24,Irrigated,Owned,Alluvial,FPO,404526.77,36.7,17.87,,0,732.02
F01538,2022,Cuttack,11.68,Cotton,Yes,74.12,Rainfed,Tenant,Alluvial,APMC,111384.28,1.48,,0.522,0,746.98
F01539,2022,Ganjam,8.07,Millets,Yes,78.81,Rainfed,Owned,Clay Loam,FPO,613939.96,24.97,,0.583,0,887.02
F01540,2024,Balasore,4.11,Maize,No,46.6,Rainfed,Tenant,Black,Local Trader,577284.24,15.72,19.02,0.323,1,611.28
F01541,2022,Bhadrak,11.35,Rice,No,58.64,Rainfed,Owned,Clay Loam,FPO,389922.07,9.51,,,0,952.27
F01542,2024,Ganjam,17.67,Wheat,Yes,75.96,Irrigated,Tenant,Sandy Loam,APMC,105907.49,9.59,18.77,0.47,0,914.53
F01543,2023,Ganjam,4.96,Soybean,No,73.92,Irrigated,Owned,Sandy Loam,Local Trader,459239.26,41.95,7.47,0.51,0,609.74
F01544,2023,Puri,14.79,Maize,Yes,90.68,Rainfed,Tenant,Sandy Loam,FPO,599786.44,38.69,34.04,0.474,0,764.73
F01545,2022,Cuttack,3.64,Rice,Yes,72.86,Irrigated,Owned,Laterite,APMC,278221.89,34.93,17.95,,0,824.46
F01546,2023,Ganjam,1.01,Soybean,Yes,10.12,Irrigated,Tenant,Red,APMC,297261.71,2.35,,0.739,1,574.93
F01547,2024,Puri,14.28,Maize,No,72.79,Irrigated,Tenant,Sandy Loam,APMC,641169.6,19.4,-22.58,0.552,0,857.66
F01548,2022,Puri,1.14,Wheat,Yes,74.38,Irrigated,Owned,Alluvial,APMC,460704.89,36.11,11.42,0.704,0,759.28
F01549,2022,Bhadrak,2.97,Maize,No,44.85,Irrigated,Owned,Black,Contract Buyer,552984.88,24.83,-22.07,0.552,1,619.39
F01550,2023,Bhadrak,5.95,Sugarcane,No,82.6,Rainfed,Owned,Alluvial,Local Trader,285866.29,36.47,11.17,,0,699.86
F01551,2023,Cuttack,11.35,Rice,Yes,48.13,Irrigated,Owned,Red,Local Trader,198004.97,29.75,-4.55,0.621,0,733.59
F01552,2023,Cuttack,11.46,Maize,No,77.95,Irrigated,Tenant,Alluvial,APMC,603298.44,8.08,-24.96,0.19,0,868.28
F01553,2024,Bhadrak,9.75,Maize,No,56.14,Rainfed,Tenant,Alluvial,APMC,639797.03,22.73,22.54,0.425,0,711.53
F01554,2022,Bhadrak,10.27,Rice,Yes,55.97,Irrigated,Tenant,Sandy Loam,Local Trader,583829.22,29.1,0.51,0.474,0,729.69
F01555,2023,Balasore,6,Soybean,Yes,94.47,Irrigated,Owned,Black,Contract Buyer,175574.88,6.34,-8.44,0.481,0,869.1
F01556,2022,Puri,11.06,Cotton,No,52.51,Irrigated,Tenant,Clay Loam,Contract Buyer,267620.75,38.83,10.52,0.766,0,619.83
F01557,2024,Ganjam,9.67,Maize,Yes,68.26,Irrigated,Owned,Clay Loam,APMC,239674.09,23.07,-21.6,0.552,0,784.79
F01558,2022,Ganjam,11.35,Soybean,Yes,23.1,Rainfed,Owned,Black,FPO,201847.82,21.37,,0.764,0,585.37
F01559,2022,Puri,12.53,Rice,Yes,59.24,Irrigated,Tenant,Clay Loam,APMC,98111.21,5.79,38.2,0.836,0,667.93
F01560,2023,Ganjam,11.42,Maize,Yes,58.43,Irrigated,Tenant,Red,Local Trader,439702.26,33.18,34.68,0.468,0,705.02
F01561,2023,Ganjam,5.16,Soybean,Yes,69.95,Irrigated,Owned,Laterite,Local Trader,207650.93,13.68,2.17,0.509,0,643.01
F01562,2024,Ganjam,16.17,Wheat,Yes,79.87,Irrigated,Tenant,Laterite,Local Trader,393621.77,11.7,-27.4,0.552,0,834.51
F01563,2022,Balasore,9.56,Sugarcane,Yes,53.76,Rainfed,Owned,Red,APMC,354010.48,26.98,0.51,0.552,0,771.85
F01564,2023,Mayurbhanj,12.75,Cotton,Yes,72.88,Rainfed,Owned,Alluvial,APMC,570263.98,10.8,-13.65,,0,803.65
F01565,2024,Balasore,9.69,Soybean,Yes,72.8,Rainfed,Tenant,Red,APMC,555142.83,24.97,0.51,0.634,0,845.6
F01566,2023,Bhadrak,7.19,Soybean,Yes,83.77,Irrigated,Owned,Alluvial,APMC,525276.74,20.89,10.57,0.676,0,928.2
F01567,2022,Bhadrak,6.71,Rice,Yes,57.27,Rainfed,Tenant,Red,Contract Buyer,220396,16.43,,0.552,0,712.11
F01568,2022,Cuttack,13.26,Wheat,No,18.47,Rainfed,Owned,Laterite,APMC,531295.6,12.58,,0.624,0,755.85
F01569,2022,Cuttack,3.31,Millets,No,69.57,Irrigated,Owned,Sandy Loam,APMC,508501.68,37.13,0.51,0.537,0,711.23
F01570,2023,Bhadrak,12.79,Cotton,Yes,100,Irrigated,Tenant,Black,APMC,376812.75,25.29,-16.26,0.716,0,893.85
F01571,2024,Cuttack,1.68,Cotton,No,36.99,Irrigated,Tenant,Laterite,Local Trader,81918.94,25.02,4.65,0.241,1,545.13
F01572,2022,Cuttack,11.63,Soybean,No,49.56,Irrigated,Owned,Red,Contract Buyer,463635.13,28.2,5.66,0.552,0,767.91
F01573,2023,Bhadrak,3.06,Rice,Yes,81.26,Irrigated,Owned,Alluvial,Contract Buyer,531725.85,36.01,-3.56,0.536,0,731.68
F01574,2023,Puri,17.19,Cotton,Yes,49.98,Rainfed,Owned,Clay Loam,FPO,134801.63,5.14,33.53,0.576,0,739.24
F01575,2023,Mayurbhanj,16.39,Millets,No,73.52,Rainfed,Owned,Laterite,APMC,599401.66,34,-9.8,0.552,0,762.42
F01576,2022,Balasore,11.36,Rice,No,64.2,Rainfed,Tenant,Alluvial,FPO,335999.39,18.84,,0.316,0,753.8
F01577,2024,Balasore,6.28,Cotton,No,94.59,Irrigated,Tenant,Alluvial,APMC,530098.78,19.85,-16.67,0.491,0,775.39
F01578,2022,Cuttack,2.01,Rice,Yes,79.63,Irrigated,Owned,Alluvial,Local Trader,329709.86,38.39,21.38,0.548,0,713.54
F01579,2023,Puri,6.67,Rice,Yes,65.12,Irrigated,Tenant,Clay Loam,FPO,457334.5,38.6,-26.07,0.528,0,722.07
F01580,2023,Ganjam,7.15,Sugarcane,Yes,58.98,Irrigated,Tenant,Laterite,APMC,499100.93,19.58,-11.35,0.562,0,787.55
F01581,2023,Balasore,14.62,Sugarcane,No,71.82,Irrigated,Owned,Sandy Loam,Local Trader,435883.86,31.89,11.08,0.401,0,842.36
F01582,2022,Mayurbhanj,15.87,Cotton,No,14.2,Rainfed,Tenant,Alluvial,Local Trader,520697.6,34.54,-0.39,0.551,1,499.86
F01583,2022,Balasore,15.81,Sugarcane,Yes,44.48,Rainfed,Tenant,Red,Local Trader,188865.94,22.06,-3.43,0.552,0,661.73
F01584,2024,Bhadrak,7.02,Sugarcane,No,45.71,Rainfed,Owned,Laterite,FPO,300900.93,1.37,0.51,0.462,0,781.17
F01585,2022,Mayurbhanj,11.56,Maize,Yes,55.6,Irrigated,Owned,Sandy Loam,APMC,121657.88,14.97,-2.53,,0,681.75
F01586,2022,Balasore,10.05,Cotton,Yes,69.19,Rainfed,Owned,Red,APMC,337114.84,33.1,,0.539,1,730.31
F01587,2022,Ganjam,6.3,Wheat,No,82.81,Rainfed,Owned,Laterite,FPO,345665.73,30.97,-6.33,0.745,0,737.34
F01588,2024,Ganjam,4.87,Soybean,Yes,73.85,Irrigated,Owned,Sandy Loam,APMC,265500.79,7.54,-2.88,0.417,0,854.45
F01589,2022,Bhadrak,7.66,Rice,No,67.32,Irrigated,Tenant,Red,Local Trader,141411.51,25.35,11.59,0.585,0,713.78
F01590,2024,Bhadrak,3.04,Cotton,No,66.63,Rainfed,Owned,Laterite,APMC,234284.82,39.36,-3.91,0.588,1,572.05
F01591,2024,Ganjam,3.95,Soybean,Yes,57.44,Irrigated,Owned,Clay Loam,APMC,465529.78,26.17,1.6,0.629,0,660.05
F01592,2022,Bhadrak,8.02,Millets,No,73.8,Rainfed,Tenant,Clay Loam,Contract Buyer,475553.19,35.83,-10.55,0.552,0,649.37
F01593,2023,Balasore,1.08,Wheat,Yes,46.58,Irrigated,Owned,Black,FPO,164616.19,8.15,7.79,0.76,0,722.53
